0 0
0.1 0
0.2 0
0.3 0
0.4 0
0.5 0
0.6 0
0.7 0.012
0.8 0.022
0.9 0.054
1 0.082
1.1 0.164
1.2 0.232
1.3 0.226
1.4 0.312
1.5 0.374
1.6 0.376
1.7 0.416
1.8 0.424
1.9 0.472
2 0.542
2.1 0.52
2.2 0.542
2.3 0.588
2.4 0.59
2.5 0.61
2.6 0.592
2.7 0.66
2.8 0.636
2.9 0.666
3 0.654
3.1 0.714
3.2 0.68
3.3 0.698
3.4 0.714
3.5 0.708
3.6 0.716
3.7 0.742
3.8 0.726
3.9 0.742
4 0.776
4.1 0.778
4.2 0.744
4.3 0.778
4.4 0.762
4.5 0.8
4.6 0.762
4.7 0.782
4.8 0.786
4.9 0.802
5 0.784
5.1 0.828
5.2 0.788
5.3 0.824
5.4 0.822
5.5 0.826
5.6 0.85
5.7 0.86
5.8 0.844
5.9 0.836
6 0.826

