0 0.1 2.52053e-26
50 0.145184 0.10602
100 0.199402 0.165086
150 0.262767 0.185423
200 0.331561 0.176169
250 0.403891 0.157778
300 0.475628 0.136157
350 0.545257 0.113456
400 0.61002 0.0948316
450 0.669155 0.0783574
500 0.721105 0.0648433
550 0.766323 0.0536523
600 0.804798 0.0449507
650 0.837056 0.038103
700 0.864814 0.0325764
750 0.887264 0.0285984
800 0.905969 0.0254843
850 0.921445 0.0229267
900 0.934137 0.0210535
950 0.943761 0.0197765
1000 0.951753 0.0186577
1050 0.958318 0.0178952
1100 0.963376 0.0172836
1150 0.967456 0.0168105
1200 0.970725 0.0164236
1250 0.973508 0.0161353
1300 0.97571 0.0158987
1350 0.977229 0.0157662
1400 0.97846 0.0156755
1450 0.979437 0.0155993
1500 0.980395 0.015526
1550 0.980953 0.0154787
1600 0.981401 0.0154458
1650 0.98176 0.0154236
1700 0.982031 0.0154115
1750 0.982176 0.0154067
