0.1 1364.63 311.5
0.2 1354.69 304.988
0.3 1350.97 305.417
0.4 1352.75 304.613
0.5 1351.2 306.603
0.6 1349.85 308.196
0.7 1366.03 318.489
0.8 1350.69 306.443
0.9 1355.42 308.132
1 1354.68 316.353
1.1 1365.02 323.593
1.2 1364.14 312.382
1.3 1356.53 321.86
1.4 1361.15 324.789
1.5 1361.39 319.988
1.6 1362.01 317.352
1.7 1359.73 325.433
1.8 1366.87 331.09
1.9 1362.31 324.887
2 1363.31 328.567
2.1 1357.74 331.616
2.2 1358.95 327.381
2.3 1354.66 326.243
2.4 1357.33 333.946
2.5 1366.2 327.742
2.6 1363.58 330.75
2.7 1352.9 324.272
2.8 1362.48 326.621
2.9 1361.89 330.675
3 1364.76 327.593
3.1 1361.34 333.717
3.2 1355.97 323.755
3.3 1365.42 339.705
3.4 1355.17 320.209
