5000 0.328
5000 0.413
5000 0.46
5000 0.258
5000 0.236
5000 0.381
5000 0.542
5000 0.543
5000 0.347
5000 0.478
5000 0.487
5000 0.469
5000 0.473
5000 0.48
5000 0.501
5000 0.483
5000 0.397
5000 0.495
5000 0.392
5000 0.44
5000 0.478
5000 0.534
5000 0.291
5000 0.477
5000 0.38
5000 0.552
5000 0.383
5000 0.596
5000 0.481
5000 0.389
5000 0.387
5000 0.491
5000 0.398
5000 0.289
5000 0.458
5000 0.443
5000 0.49
5000 0.238
5000 0.43
5000 0.567
5000 0.311
5000 0.514
5000 0.491
5000 0.367
5000 0.325
5000 0.349
5000 0.439
5000 0.504
5000 0.623
5000 0.446
5000 0.52
5000 0.202
5000 0.397
5000 0.258
5000 0.442
5000 0.263
5000 0.567
5000 0.455
5000 0.354
5000 0.514
5000 0.184
5000 0.487
5000 0.334
5000 0.439
5000 0.344
5000 0.554
5000 0.384
5000 0.305
5000 0.382
5000 0.44
5000 0.41
5000 0.545
5000 0.51
5000 0.384
5000 0.492
5000 0.524
5000 0.456
5000 0.614
5000 0.384
5000 0.336
5000 0.481
5000 0.488
5000 0.459
5000 0.563
5000 0.405
5000 0.38
5000 0.311
5000 0.232
5000 0.402
5000 0.431
5000 0.397
5000 0.606
5000 0.459
5000 0.494
5000 0.461
5000 0.419
5000 0.563
5000 0.648
5000 0.412
5000 0.461
5000 0.46
5000 0.528
5000 0.351
5000 0.44
5000 0.521
5000 0.378
5000 0.415
5000 0.557
5000 0.642
5000 0.586
5000 0.294
5000 0.479
5000 0.398
5000 0.499
5000 0.5
5000 0.514
5000 0.437
5000 0.257
5000 0.535
5000 0.424
5000 0.428
5000 0.235
5000 0.328
5000 0.319
5000 0.523
5000 0.483
5000 0.109
5000 0.417
5000 0.514
5000 0.338
5000 0.391
5000 0.402
5000 0.376
5000 0.402
5000 0.389
5000 0.015
5000 0.335
5000 0.5
5000 0.416
5000 0.357
5000 0.374
5000 0.47
5000 0.456
5000 0.247
5000 0.483
5000 0.407
5000 0.547
5000 0.202
5000 0.461
5000 0.485
5000 0.46
5000 0.387
5000 0.431
5000 0.449
5000 0.577
5000 0.465
5000 0.405
5000 0.247
5000 0.477
5000 0.549
5000 0.461
5000 0.488
5000 0.422
5000 0.417
5000 0.447
5000 0.172
5000 0.41
5000 0.609
5000 0.588
5000 0.424
5000 0.564
5000 0.585
5000 0.355
5000 0.524
5000 0.496
5000 0.536
5000 0.484
5000 0.495
5000 0.424
5000 0.522
5000 0.418
5000 0.611
5000 0.382
5000 0.497
5000 0.516
5000 0.507
5000 0.586
5000 0.531
5000 0.39
5000 0.382
5000 0.324
5000 0.497
5000 0.328
5000 0.564
5000 0.509
5000 0.241
5000 0.431
5000 0.462
5000 0.44
5000 0.375
5000 0.505
5000 0.379
5000 0.344
5000 0.373
5000 0.242
5000 0.162
5000 0.453
5000 0.493
5000 0.506
5000 0.303
5000 0.529
5000 0.313
5000 0.398
5000 0.644
5000 0.23
5000 0.218
5000 0.352
5000 0.481
5000 0.529
5000 0.227
5000 0.32
5000 0.573
5000 0.461
5000 0.445
5000 0.379
5000 0.336
5000 0.384
5000 0.285
5000 0.569
5000 0.446
5000 0.371
5000 0.452
5000 0.435
5000 0.347
5000 0.705
5000 0.3
5000 0.409
5000 0.537
5000 0.456
5000 0.43
5000 0.439
5000 0.611
5000 0.436
5000 0.338
5000 0.445
5000 0.484
5000 0.461
5000 0.646
5000 0.337
5000 0.442
5000 0.548
5000 0.479
5000 0.552
5000 0.572
5000 0.549
5000 0.552
5000 0.298
5000 0.359
5000 0.558
5000 0.177
5000 0.332
5000 0.407
5000 0.326
5000 0.453
5000 0.535
5000 0.449
5000 0.481
5000 0.579
5000 0.295
5000 0.589
5000 0.52
5000 0.514
5000 0.428
5000 0.483
5000 0.532
5000 0.514
5000 0.363
5000 0.511
5000 0.317
5000 0.507
5000 0.247
5000 0.525
5000 0.357
5000 0.272
5000 0.459
5000 0.547
5000 0.416
5000 0.587
5000 0.255
5000 0.416
5000 0.446
5000 0.549
5000 0.536
5000 0.478
5000 0.418
5000 0.359
5000 0.576
5000 0.584
5000 0.363
5000 0.553
5000 0.435
5000 0.407
5000 0.285
5000 0.56
5000 0.422
5000 0.46
5000 0.544
5000 0.302
5000 0.549
5000 0.401
5000 0.6
5000 0.52
5000 0.498
5000 0.53
5000 0.175
5000 0.555
5000 0.446
5000 0.444
5000 0.34
5000 0.502
5000 0.338
5000 0.404
5000 0.37
5000 0.332
5000 0.269
5000 0.437
5000 0.34
5000 0.482
5000 0.483
5000 0.417
5000 0.5
5000 0.604
5000 0.544
5000 0.596
5000 0.137
5000 0.413
5000 0.555
5000 0.349
5000 0.395
5000 0.449
5000 0.525
5000 0.37
5000 0.45
5000 0.386
5000 0.386
5000 0.525
5000 0.385
5000 0.395
5000 0.474
5000 0.43
5000 0.532
5000 0.522
5000 0.491
5000 0.557
5000 0.559
5000 0.387
5000 0.452
5000 0.395
5000 0.294
5000 0.44
5000 0.579
5000 0.229
5000 0.169
5000 0.392
5000 0.567
5000 0.455
5000 0.385
5000 0.511
5000 0.358
5000 0.618
5000 0.317
5000 0.386
5000 0.485
5000 0.381
