1 0
2 0.03
3 0.02
4 0.04
5 0.03
6 0.05
7 0.09
8 0.08
9 0.05
10 0.11
11 0.1
12 0.12
13 0.05
14 0.08
15 0.13
16 0.23
17 0.11
18 0.16
19 0.21
20 0.15
21 0.16
22 0.21
23 0.2
24 0.25
25 0.2
26 0.2
27 0.27
28 0.19
29 0.3
30 0.27
31 0.3
32 0.34
33 0.23
34 0.35
35 0.34
36 0.34
37 0.34
38 0.35
39 0.36
40 0.41
41 0.35
42 0.44
43 0.4
44 0.51
45 0.41
46 0.46
47 0.35
48 0.51
49 0.54
50 0.52
51 0.49
52 0.45
53 0.46
54 0.44
55 0.59
56 0.54
57 0.48
58 0.56
59 0.52
60 0.56
61 0.56
62 0.62
63 0.67
64 0.5
65 0.61
66 0.58
67 0.61
68 0.7
69 0.62
70 0.7
71 0.74
72 0.69
73 0.73
74 0.74
75 0.7
76 0.71
77 0.67
78 0.8
79 0.87
80 0.82
81 0.73
82 0.82
83 0.79
84 0.83
85 0.76
86 0.94
87 0.76
88 0.82
89 0.85
90 0.92
91 0.86
92 0.9
93 0.92
94 0.94
95 0.95
96 0.97
97 0.97
98 0.94
99 0.99

