0 0.01 0.99
1 0.01 0.99
2 0.01 0.99
3 0.01 0.99
4 0.01 0.99
5 0.01 0.99
6 0.01 0.99
7 0.01 0.99
8 0.01 0.99
9 0.01 0.99
10 0.01 0.99
11 0.01 0.99
12 0.01 0.99
13 0.01 0.99
14 0.01 0.99
15 0.01 0.99
16 0.01 0.99
17 0.01 0.99
18 0.01 0.99
19 0.011 0.989
20 0.011 0.989
21 0.011 0.989
22 0.011 0.989
23 0.011 0.989
24 0.011 0.989
25 0.011 0.989
26 0.011 0.989
27 0.011 0.989
28 0.011 0.989
29 0.011 0.989
30 0.011 0.989
31 0.011 0.989
32 0.011 0.989
33 0.011 0.989
34 0.011 0.989
35 0.011 0.989
36 0.011 0.989
37 0.011 0.989
38 0.011 0.989
39 0.011 0.989
40 0.011 0.989
41 0.011 0.989
42 0.011 0.989
43 0.011 0.989
44 0.011 0.989
45 0.011 0.989
46 0.011 0.989
47 0.011 0.989
48 0.011 0.989
49 0.011 0.989
50 0.011 0.989
51 0.011 0.989
52 0.011 0.989
53 0.012 0.988
54 0.012 0.988
55 0.012 0.988
56 0.012 0.988
57 0.012 0.988
58 0.012 0.988
59 0.012 0.988
60 0.012 0.988
61 0.012 0.988
62 0.012 0.988
63 0.013 0.987
64 0.013 0.987
65 0.013 0.987
66 0.013 0.987
67 0.013 0.987
68 0.013 0.987
69 0.013 0.987
70 0.013 0.987
71 0.013 0.987
72 0.013 0.987
73 0.013 0.987
74 0.013 0.987
75 0.013 0.987
76 0.013 0.987
77 0.013 0.987
78 0.013 0.987
79 0.013 0.987
80 0.013 0.987
81 0.013 0.987
82 0.013 0.987
83 0.013 0.987
84 0.013 0.987
85 0.013 0.987
86 0.013 0.987
87 0.013 0.987
88 0.013 0.987
89 0.013 0.987
90 0.013 0.987
91 0.013 0.987
92 0.013 0.987
93 0.013 0.987
94 0.013 0.987
95 0.013 0.987
96 0.013 0.987
97 0.013 0.987
98 0.013 0.987
99 0.013 0.987
100 0.013 0.987
101 0.013 0.987
102 0.013 0.987
103 0.013 0.987
104 0.013 0.987
105 0.013 0.987
106 0.013 0.987
107 0.013 0.987
108 0.013 0.987
109 0.013 0.987
110 0.013 0.987
111 0.013 0.987
112 0.013 0.987
113 0.013 0.987
114 0.013 0.987
115 0.013 0.987
116 0.013 0.987
117 0.013 0.987
118 0.013 0.987
119 0.013 0.987
120 0.013 0.987
121 0.013 0.987
122 0.013 0.987
123 0.013 0.987
124 0.013 0.987
125 0.013 0.987
126 0.013 0.987
127 0.013 0.987
128 0.013 0.987
129 0.013 0.987
130 0.013 0.987
131 0.013 0.987
132 0.013 0.987
133 0.013 0.987
134 0.013 0.987
135 0.013 0.987
136 0.013 0.987
137 0.013 0.987
138 0.013 0.987
139 0.013 0.987
140 0.013 0.987
141 0.013 0.987
142 0.013 0.987
143 0.013 0.987
144 0.013 0.987
145 0.013 0.987
146 0.013 0.987
147 0.013 0.987
148 0.013 0.987
149 0.013 0.987
150 0.013 0.987
151 0.013 0.987
152 0.013 0.987
153 0.014 0.986
154 0.014 0.986
155 0.014 0.986
156 0.014 0.986
157 0.014 0.986
158 0.014 0.986
159 0.014 0.986
160 0.014 0.986
161 0.014 0.986
162 0.014 0.986
163 0.014 0.986
164 0.014 0.986
165 0.014 0.986
166 0.014 0.986
167 0.014 0.986
168 0.014 0.986
169 0.014 0.986
170 0.014 0.986
171 0.014 0.986
172 0.014 0.986
173 0.014 0.986
174 0.014 0.986
175 0.014 0.986
176 0.014 0.986
177 0.014 0.986
178 0.014 0.986
179 0.014 0.986
180 0.014 0.986
181 0.014 0.986
182 0.014 0.986
183 0.014 0.986
184 0.014 0.986
185 0.014 0.986
186 0.014 0.986
187 0.014 0.986
188 0.014 0.986
189 0.014 0.986
190 0.014 0.986
191 0.014 0.986
192 0.014 0.986
193 0.014 0.986
194 0.014 0.986
195 0.014 0.986
